PID#,CHECK,NO#,STREET,ACCT#,TOTAL ASSESS,diff in value,Diff in assessment,TAXES,LAST YR,LAST YR TAXES,DIFF,%CHANGE,TAXES,AddressOne,AddressTwo
###,U49033013000,37,ASTER LANE,S8012R,"861,300.00",1.44%,"507,800.00","$9,199.00","353,500.00","$7,897.00","$1,302.00",16%,UP,"37 Aster Lane Cape Elizabeth, ME 04107","'37 Aster Lane Cape Elizabeth, ME 04107',"
###,U49042000000,8,ASTER LANE,B1801R,"1,048,900.00",1.48%,"625,500.00","$11,081.00","423,400.00","$9,459.00","$1,623.00",17%,UP,"8 Aster Lane Cape Elizabeth, ME 04107","'8 Aster Lane Cape Elizabeth, ME 04107',"
###,U49033023000,23,ASTER LANE,S8016R,"850,500.00",1.52%,"513,200.00","$9,015.00","337,300.00","$7,535.00","$1,479.00",20%,UP,"23 Aster Lane Cape Elizabeth, ME 04107","'23 Aster Lane Cape Elizabeth, ME 04107',"
###,U29064004000,48,ASTER LANE,B2019R,"596,700.00",1.79%,"383,200.00","$6,289.00","213,500.00","$4,770.00","$1,519.00",32%,UP,"48 Aster Lane Cape Elizabeth, ME 04107","'48 Aster Lane Cape Elizabeth, ME 04107',"
###,U29064006000,44,ASTER LANE,B2022R,"272,700.00",4.45%,"222,700.00","$3,000.00","50,000.00","$1,117.00","$1,883.00",169%,UP,"44 Aster Lane Cape Elizabeth, ME 04107","'44 Aster Lane Cape Elizabeth, ME 04107',"
###,U12074A 000,4,ATLANTIC PLACE,R0814R,"3,693,200.00",0.91%,"1,756,600.00","$40,625.00","1,936,600.00","$43,264.00","-$2,638.00",-6%,DOWN,"4 Atlantic Place Cape Elizabeth, ME 04107","'4 Atlantic Place Cape Elizabeth, ME 04107',"
###,R05033005000,5,AUTUMN TIDES LANE,H0055R,"1,624,100.00",0.60%,"609,900.00","$17,427.00","1,014,200.00","$22,657.00","-$5,230.00",-23%,DOWN,"5 Autumn Tides Lane Cape Elizabeth, ME 04107","'5 Autumn Tides Lane Cape Elizabeth, ME 04107',"
220,R05033007000,2,AUTUMN TIDES LANE,C1670R,"1,488,100.00",0.67%,"597,400.00","$16,094.00","890,700.00","$19,898.00","-$3,804.00",-19%,DOWN,"2 Autumn Tides Lane Cape Elizabeth, ME 04107","'2 Autumn Tides Lane Cape Elizabeth, ME 04107',"
247,R05033004000,3,AUTUMN TIDES LANE,P1170R,"1,147,800.00",0.71%,"475,000.00","$12,235.00","672,800.00","$15,030.00","-$2,795.00",-19%,DOWN,"3 Autumn Tides Lane Cape Elizabeth, ME 04107","'3 Autumn Tides Lane Cape Elizabeth, ME 04107',"
###,R05033003000,1,AUTUMN TIDES LANE,M0286R,"1,478,800.00",0.80%,"656,600.00","$16,267.00","822,200.00","$18,368.00","-$2,101.00",-11%,DOWN,"1 Autumn Tides Lane Cape Elizabeth, ME 04107","'1 Autumn Tides Lane Cape Elizabeth, ME 04107',"
160,R05033006000,4,AUTUMN TIDES LANE,C1669R,"512,600.00",0.92%,"245,900.00","$5,639.00","266,700.00","$5,958.00",-$319.00,-5%,ABOUT SAME,"4 Autumn Tides Lane Cape Elizabeth, ME 04107","'4 Autumn Tides Lane Cape Elizabeth, ME 04107',"
###,U12013000000,7,AVON ROAD,C2535R,"957,400.00",0.32%,"233,300.00","$10,256.00","724,100.00","$16,176.00","-$5,920.00",-37%,DOWN,"7 Avon Road Cape Elizabeth, ME 04107","'7 Avon Road Cape Elizabeth, ME 04107',"
###,U12007A 000,0,AVON ROAD,M0018R,"38,400.00",0.55%,"13,700.00",$422.00,"24,700.00",$552.00,-$129.00,-23%,ABOUT SAME,"0 Avon Road Cape Elizabeth, ME 04107","'0 Avon Road Cape Elizabeth, ME 04107',"
###,U12006000000,2,AVON ROAD,H1452R,"844,100.00",0.84%,"386,300.00","$9,010.00","457,800.00","$10,227.00","-$1,217.00",-12%,DOWN,"2 Avon Road Cape Elizabeth, ME 04107","'2 Avon Road Cape Elizabeth, ME 04107',"
###,U12008000000,6,AVON ROAD,S1345R,"967,900.00",0.91%,"462,000.00","$10,372.00","505,900.00","$11,302.00",-$930.00,-8%,DOWN,"6 Avon Road Cape Elizabeth, ME 04107","'6 Avon Road Cape Elizabeth, ME 04107',"
317,U12103000000,10,AVON ROAD,H1046R,"846,000.00",0.96%,"414,500.00","$9,031.00","431,500.00","$9,640.00",-$609.00,-6%,DOWN,"10 Avon Road Cape Elizabeth, ME 04107","'10 Avon Road Cape Elizabeth, ME 04107',"
###,U12014000000,5,AVON ROAD,I0010R,"1,016,100.00",0.99%,"504,300.00","$11,177.00","511,800.00","$11,434.00",-$257.00,-2%,ABOUT SAME,"5 Avon Road Cape Elizabeth, ME 04107","'5 Avon Road Cape Elizabeth, ME 04107',"
###,U12009000000,8,AVON ROAD,S1346R,"803,000.00",1.12%,"423,500.00","$8,558.00","379,500.00","$8,478.00",$80.00,1%,ABOUT SAME,"8 Avon Road Cape Elizabeth, ME 04107","'8 Avon Road Cape Elizabeth, ME 04107',"
###,U12010000000,12,AVON ROAD,S3096R,"679,500.00",1.08%,"353,500.00","$7,475.00","326,000.00","$7,283.00",$192.00,3%,ABOUT SAME,"12 Avon Road Cape Elizabeth, ME 04107","'12 Avon Road Cape Elizabeth, ME 04107',"
168,U12011000000,0,AVON ROAD,K0096R,"478,400.00",1.12%,"252,500.00","$5,262.00","225,900.00","$5,047.00",$216.00,4%,ABOUT SAME,"0 Avon Road Cape Elizabeth, ME 04107","'0 Avon Road Cape Elizabeth, ME 04107',"
###,U12012A 000,9,AVON ROAD,D0170R,"1,055,000.00",1.16%,"566,200.00","$11,330.00","488,800.00","$10,920.00",$410.00,4%,ABOUT SAME,"9 Avon Road Cape Elizabeth, ME 04107","'9 Avon Road Cape Elizabeth, ME 04107',"
###,U12007000000,4,AVON ROAD,M0015R,"704,900.00",1.21%,"385,300.00","$7,479.00","319,600.00","$7,140.00",$339.00,5%,ABOUT SAME,"4 Avon Road Cape Elizabeth, ME 04107","'4 Avon Road Cape Elizabeth, ME 04107',"
###,R03016000000,18,AVON ROAD,A0945R,"1,079,000.00",1.19%,"586,200.00","$11,594.00","492,800.00","$11,009.00",$585.00,5%,UP,"18 Avon Road Cape Elizabeth, ME 04107","'18 Avon Road Cape Elizabeth, ME 04107',"
###,U12015001000,1,AVON ROAD,K0067R,"1,009,600.00",1.22%,"555,400.00","$10,831.00","454,200.00","$10,147.00",$684.00,7%,UP,"1 Avon Road Cape Elizabeth, ME 04107","'1 Avon Road Cape Elizabeth, ME 04107',"
###,U12015000000,3,AVON ROAD,A0606R,"772,100.00",1.67%,"482,600.00","$8,493.00","289,500.00","$6,467.00","$2,026.00",31%,UP,"3 Avon Road Cape Elizabeth, ME 04107","'3 Avon Road Cape Elizabeth, ME 04107',"
###,R090087L 000,3,BACCHUS PLACE,M2345R,"2,058,000.00",0.29%,"457,900.00","$22,363.00","1,600,100.00","$35,746.00","-$13,383.00",-37%,DOWN,"3 Bacchus Place Cape Elizabeth, ME 04107","'3 Bacchus Place Cape Elizabeth, ME 04107',"
###,R09009003000,1,BACCHUS PLACE,S5070R,"2,515,500.00",1.07%,"1,297,400.00","$27,671.00","1,218,100.00","$27,212.00",$458.00,2%,ABOUT SAME,"1 Bacchus Place Cape Elizabeth, ME 04107","'1 Bacchus Place Cape Elizabeth, ME 04107',"
64,R09008007000,3,BACCHUS PLACE,S7019R,"2,707,100.00",1.36%,"1,559,900.00","$29,778.00","1,147,200.00","$25,628.00","$4,150.00",16%,UP,"3 Bacchus Place Cape Elizabeth, ME 04107","'3 Bacchus Place Cape Elizabeth, ME 04107',"
###,U03056000000,1,BAKER ROAD,E0200R,"962,600.00",0.89%,"453,700.00","$10,314.00","508,900.00","$11,369.00","-$1,055.00",-9%,DOWN,"1 Baker Road Cape Elizabeth, ME 04107","'1 Baker Road Cape Elizabeth, ME 04107',"
###,U03057000000,3,BAKER ROAD,H1516R,"910,100.00",0.99%,"452,400.00","$9,736.00","457,700.00","$10,225.00",-$489.00,-5%,ABOUT SAME,"3 Baker Road Cape Elizabeth, ME 04107","'3 Baker Road Cape Elizabeth, ME 04107',"
###,U03105000000,4,BAKER ROAD,B2358R,"908,500.00",1.07%,"469,000.00","$9,719.00","439,500.00","$9,818.00",-$100.00,-1%,ABOUT SAME,"4 Baker Road Cape Elizabeth, ME 04107","'4 Baker Road Cape Elizabeth, ME 04107',"
645,U03106000000,2,BAKER ROAD,E0210R,"852,700.00",1.53%,"515,400.00","$9,380.00","337,300.00","$7,535.00","$1,844.00",24%,UP,"2 Baker Road Cape Elizabeth, ME 04107","'2 Baker Road Cape Elizabeth, ME 04107',"
###,U15042000000,2,BALSAM ROAD,D0621R,"1,271,000.00",0.55%,"449,000.00","$13,981.00","822,000.00","$18,363.00","-$4,382.00",-24%,DOWN,"2 Balsam Road Cape Elizabeth, ME 04107","'2 Balsam Road Cape Elizabeth, ME 04107',"
235,U15040000000,4,BALSAM ROAD,H2500R,"527,400.00",2.38%,"371,200.00","$5,801.00","156,200.00","$3,490.00","$2,312.00",66%,UP,"4 Balsam Road Cape Elizabeth, ME 04107","'4 Balsam Road Cape Elizabeth, ME 04107',"
###,U03045000000,7,BAY VIEW ROAD,M2420R,"996,800.00",1.19%,"541,200.00","$10,690.00","455,600.00","$10,178.00",$512.00,5%,UP,"7 Bay View Road Cape Elizabeth, ME 04107","'7 Bay View Road Cape Elizabeth, ME 04107',"
533,U03064000000,8,BAY VIEW ROAD,C1660R,"1,130,600.00",1.88%,"738,300.00","$12,162.00","392,300.00","$8,764.00","$3,398.00",39%,UP,"8 Bay View Road Cape Elizabeth, ME 04107","'8 Bay View Road Cape Elizabeth, ME 04107',"
###,U19047000000,19,BAYBERRY LANE,R0927R,"472,500.00",1.03%,"239,600.00","$4,923.00","232,900.00","$5,203.00",-$280.00,-5%,ABOUT SAME,"19 Bayberry Lane Cape Elizabeth, ME 04107","'19 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19048000000,14,BAYBERRY LANE,R1221R,"594,000.00",1.11%,"312,600.00","$6,259.00","281,400.00","$6,286.00",-$27.00,0%,ABOUT SAME,"14 Bayberry Lane Cape Elizabeth, ME 04107","'14 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19063000000,15,BAYBERRY LANE,D1206R,"621,600.00",1.14%,"331,500.00","$6,563.00","290,100.00","$6,481.00",$82.00,1%,ABOUT SAME,"15 Bayberry Lane Cape Elizabeth, ME 04107","'15 Bayberry Lane Cape Elizabeth, ME 04107',"
655,U19066000000,9,BAYBERRY LANE,W0010R,"620,100.00",1.15%,"331,600.00","$6,546.00","288,500.00","$6,445.00",$101.00,2%,ABOUT SAME,"9 Bayberry Lane Cape Elizabeth, ME 04107","'9 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19067000000,7,BAYBERRY LANE,R0153R,"574,700.00",1.19%,"311,800.00","$6,047.00","262,900.00","$5,873.00",$174.00,3%,ABOUT SAME,"7 Bayberry Lane Cape Elizabeth, ME 04107","'7 Bayberry Lane Cape Elizabeth, ME 04107',"
870,U19057000000,6,BAYBERRY LANE,M2054R,"571,200.00",1.20%,"312,000.00","$6,008.00","259,200.00","$5,791.00",$218.00,4%,ABOUT SAME,"6 Bayberry Lane Cape Elizabeth, ME 04107","'6 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19042000000,1,BAYBERRY LANE,B0096R,"614,600.00",1.11%,"322,900.00","$6,761.00","291,700.00","$6,517.00",$244.00,4%,ABOUT SAME,"1 Bayberry Lane Cape Elizabeth, ME 04107","'1 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19056000000,12,BAYBERRY LANE,P0206R,"713,100.00",1.14%,"379,800.00","$7,844.00","333,300.00","$7,446.00",$398.00,5%,ABOUT SAME,"12 Bayberry Lane Cape Elizabeth, ME 04107","'12 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19041000000,2,BAYBERRY LANE,E0192R,"588,900.00",1.16%,"316,400.00","$6,478.00","272,500.00","$6,088.00",$390.00,6%,ABOUT SAME,"2 Bayberry Lane Cape Elizabeth, ME 04107","'2 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19040000000,18,BAYBERRY LANE,H1930R,"846,400.00",1.22%,"464,500.00","$9,035.00","381,900.00","$8,532.00",$504.00,6%,UP,"18 Bayberry Lane Cape Elizabeth, ME 04107","'18 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19058000000,5,BAYBERRY LANE,H0857R,"663,300.00",1.20%,"361,700.00","$7,296.00","301,600.00","$6,738.00",$559.00,8%,UP,"5 Bayberry Lane Cape Elizabeth, ME 04107","'5 Bayberry Lane Cape Elizabeth, ME 04107',"
724,U19055000000,17,BAYBERRY LANE,N0010R,"594,200.00",1.30%,"336,000.00","$6,261.00","258,200.00","$5,768.00",$493.00,9%,ABOUT SAME,"17 Bayberry Lane Cape Elizabeth, ME 04107","'17 Bayberry Lane Cape Elizabeth, ME 04107',"
802,U19064000000,11,BAYBERRY LANE,M2286R,"622,300.00",1.22%,"342,000.00","$6,845.00","280,300.00","$6,262.00",$583.00,9%,UP,"11 Bayberry Lane Cape Elizabeth, ME 04107","'11 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19050000000,3,BAYBERRY LANE,O0378R,"531,600.00",1.40%,"310,200.00","$5,573.00","221,400.00","$4,946.00",$627.00,13%,UP,"3 Bayberry Lane Cape Elizabeth, ME 04107","'3 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19049000000,4,BAYBERRY LANE,H0141R,"540,200.00",1.32%,"307,800.00","$5,942.00","232,400.00","$5,192.00",$750.00,14%,UP,"4 Bayberry Lane Cape Elizabeth, ME 04107","'4 Bayberry Lane Cape Elizabeth, ME 04107',"
###,U19039000000,21,BAYBERRY LANE,J0611R,"577,800.00",1.43%,"340,100.00","$6,081.00","237,700.00","$5,310.00",$771.00,15%,UP,"21 Bayberry Lane Cape Elizabeth, ME 04107","'21 Bayberry Lane Cape Elizabeth, ME 04107',"
834,U10011A 000,20,BEACH BLUFF TERRACE,M2078R,"935,600.00",0.83%,"424,200.00","$10,292.00","511,400.00","$11,425.00","-$1,133.00",-10%,DOWN,"20 Beach Bluff Terrace Cape Elizabeth, ME 04107","'20 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10005001000,52,BEACH BLUFF TERRACE,C1663R,"1,555,000.00",0.99%,"772,200.00","$16,830.00","782,800.00","$17,488.00",-$658.00,-4%,DOWN,"52 Beach Bluff Terrace Cape Elizabeth, ME 04107","'52 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10035000000,5,BEACH BLUFF TERRACE,W1575R,"793,000.00",1.04%,"404,600.00","$8,448.00","388,400.00","$8,677.00",-$229.00,-3%,ABOUT SAME,"5 Beach Bluff Terrace Cape Elizabeth, ME 04107","'5 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10037000000,71,BEACH BLUFF TERRACE,R0185R,"995,600.00",1.12%,"525,300.00","$10,952.00","470,300.00","$10,507.00",$445.00,4%,ABOUT SAME,"71 Beach Bluff Terrace Cape Elizabeth, ME 04107","'71 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10026000000,33,BEACH BLUFF TERRACE,K0896R,"692,400.00",1.27%,"388,000.00","$7,341.00","304,400.00","$6,800.00",$541.00,8%,UP,"33 Beach Bluff Terrace Cape Elizabeth, ME 04107","'33 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10005002000,40,BEACH BLUFF TERRACE,A1192R,"1,190,400.00",1.25%,"661,700.00","$12,819.00","528,700.00","$11,811.00","$1,008.00",9%,UP,"40 Beach Bluff Terrace Cape Elizabeth, ME 04107","'40 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
784,U10033000000,15,BEACH BLUFF TERRACE,C1587R,"711,600.00",1.32%,"404,600.00","$7,520.00","307,000.00","$6,858.00",$661.00,10%,UP,"15 Beach Bluff Terrace Cape Elizabeth, ME 04107","'15 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10015000000,48,BEACH BLUFF TERRACE,C1488R,"837,300.00",1.40%,"488,100.00","$9,210.00","349,200.00","$7,801.00","$1,409.00",18%,UP,"48 Beach Bluff Terrace Cape Elizabeth, ME 04107","'48 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10016000000,58,BEACH BLUFF TERRACE,S1500R,"710,200.00",1.41%,"415,400.00","$7,812.00","294,800.00","$6,586.00","$1,226.00",19%,UP,"58 Beach Bluff Terrace Cape Elizabeth, ME 04107","'58 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10018000000,66,BEACH BLUFF TERRACE,G0165R,"737,400.00",1.50%,"443,000.00","$7,836.00","294,400.00","$6,577.00","$1,260.00",19%,UP,"66 Beach Bluff Terrace Cape Elizabeth, ME 04107","'66 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10020A 000,61,BEACH BLUFF TERRACE,F0106R,"785,000.00",1.56%,"478,000.00","$8,278.00","307,000.00","$6,858.00","$1,419.00",21%,UP,"61 Beach Bluff Terrace Cape Elizabeth, ME 04107","'61 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10015001000,44,BEACH BLUFF TERRACE,R0360R,"1,053,600.00",1.46%,"624,700.00","$11,590.00","428,900.00","$9,582.00","$2,008.00",21%,UP,"44 Beach Bluff Terrace Cape Elizabeth, ME 04107","'44 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10022000000,53,BEACH BLUFF TERRACE,B3093R,"1,217,000.00",1.57%,"743,900.00","$13,079.00","473,100.00","$10,569.00","$2,510.00",24%,UP,"53 Beach Bluff Terrace Cape Elizabeth, ME 04107","'53 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10019000000,69,BEACH BLUFF TERRACE,W0492R,"1,055,700.00",1.54%,"640,400.00","$11,613.00","415,300.00","$9,278.00","$2,335.00",25%,UP,"69 Beach Bluff Terrace Cape Elizabeth, ME 04107","'69 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10028000000,29,BEACH BLUFF TERRACE,A0188R,"638,300.00",1.69%,"400,800.00","$6,746.00","237,500.00","$5,306.00","$1,441.00",27%,UP,"29 Beach Bluff Terrace Cape Elizabeth, ME 04107","'29 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10024000000,41,BEACH BLUFF TERRACE,W1740R,"700,100.00",1.61%,"432,200.00","$7,701.00","267,900.00","$5,985.00","$1,716.00",29%,UP,"41 Beach Bluff Terrace Cape Elizabeth, ME 04107","'41 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10034000000,9,BEACH BLUFF TERRACE,G1518R,"725,400.00",1.76%,"463,000.00","$7,611.00","262,400.00","$5,862.00","$1,749.00",30%,UP,"9 Beach Bluff Terrace Cape Elizabeth, ME 04107","'9 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
125,U10011000000,8,BEACH BLUFF TERRACE,E0166R,"712,400.00",1.68%,"446,400.00","$7,836.00","266,000.00","$5,942.00","$1,894.00",32%,UP,"8 Beach Bluff Terrace Cape Elizabeth, ME 04107","'8 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10032000000,21,BEACH BLUFF TERRACE,D0136R,"753,000.00",1.82%,"486,300.00","$7,942.00","266,700.00","$5,958.00","$1,984.00",33%,UP,"21 Beach Bluff Terrace Cape Elizabeth, ME 04107","'21 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10017000000,62,BEACH BLUFF TERRACE,F0486R,"654,800.00",1.87%,"427,000.00","$6,928.00","227,800.00","$5,089.00","$1,839.00",36%,UP,"62 Beach Bluff Terrace Cape Elizabeth, ME 04107","'62 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
298,U10031000000,25,BEACH BLUFF TERRACE,P0921R,"692,800.00",1.86%,"450,500.00","$7,346.00","242,300.00","$5,413.00","$1,933.00",36%,UP,"25 Beach Bluff Terrace Cape Elizabeth, ME 04107","'25 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
949,U10023000000,49,BEACH BLUFF TERRACE,H1683R,"602,200.00",1.78%,"385,800.00","$6,624.00","216,400.00","$4,834.00","$1,790.00",37%,UP,"49 Beach Bluff Terrace Cape Elizabeth, ME 04107","'49 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10012000000,28,BEACH BLUFF TERRACE,B1835R,"647,300.00",1.79%,"415,000.00","$7,120.00","232,300.00","$5,190.00","$1,931.00",37%,UP,"28 Beach Bluff Terrace Cape Elizabeth, ME 04107","'28 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
952,U10020000000,59,BEACH BLUFF TERRACE,J0157R,"667,300.00",1.82%,"430,300.00","$7,340.00","237,000.00","$5,295.00","$2,046.00",39%,UP,"59 Beach Bluff Terrace Cape Elizabeth, ME 04107","'59 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10013000000,32,BEACH BLUFF TERRACE,P2410R,"968,600.00",2.13%,"659,200.00","$10,655.00","309,400.00","$6,912.00","$3,743.00",54%,UP,"32 Beach Bluff Terrace Cape Elizabeth, ME 04107","'32 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
79,U10024A 000,0,BEACH BLUFF TERRACE,H1682R,"419,600.00",2.60%,"303,000.00","$4,616.00","116,600.00","$2,605.00","$2,011.00",77%,UP,"0 Beach Bluff Terrace Cape Elizabeth, ME 04107","'0 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U10025000000,35,BEACH BLUFF TERRACE,E0335R,"605,500.00",3.09%,"457,600.00","$6,386.00","147,900.00","$3,304.00","$3,081.00",93%,UP,"35 Beach Bluff Terrace Cape Elizabeth, ME 04107","'35 Beach Bluff Terrace Cape Elizabeth, ME 04107',"
###,U17043B 000,2,BEACH ROSE LANE,P1320R,"748,800.00",1.73%,"474,700.00","$7,962.00","274,100.00","$6,123.00","$1,838.00",30%,UP,"2 Beach Rose Lane Cape Elizabeth, ME 04107","'2 Beach Rose Lane Cape Elizabeth, ME 04107',"
304,U17043000000,5,BEACH ROSE LANE,B1341R,"813,700.00",1.88%,"531,200.00","$8,676.00","282,500.00","$6,311.00","$2,365.00",37%,UP,"5 Beach Rose Lane Cape Elizabeth, ME 04107","'5 Beach Rose Lane Cape Elizabeth, ME 04107',"
###,U15050000000,5,BEACON LANE,L0340R,"889,200.00",0.30%,"207,400.00","$9,440.00","681,800.00","$15,231.00","-$5,791.00",-38%,DOWN,"5 Beacon Lane Cape Elizabeth, ME 04107","'5 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15044000000,4,BEACON LANE,A0438R,"1,083,100.00",0.41%,"317,400.00","$11,639.00","765,700.00","$17,106.00","-$5,467.00",-32%,DOWN,"4 Beacon Lane Cape Elizabeth, ME 04107","'4 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15051000000,1,BEACON LANE,E0559R,"1,357,400.00",0.54%,"474,600.00","$14,590.00","882,800.00","$19,722.00","-$5,131.00",-26%,DOWN,"1 Beacon Lane Cape Elizabeth, ME 04107","'1 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15043000000,6,BEACON LANE,L0980R,"899,200.00",0.60%,"338,900.00","$9,616.00","560,300.00","$12,517.00","-$2,901.00",-23%,DOWN,"6 Beacon Lane Cape Elizabeth, ME 04107","'6 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15045000000,2,BEACON LANE,M1661R,"2,468,000.00",0.69%,"1,006,500.00","$27,148.00","1,461,500.00","$32,650.00","-$5,502.00",-17%,DOWN,"2 Beacon Lane Cape Elizabeth, ME 04107","'2 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15007000000,15,BEACON LANE,S2924R,"807,500.00",0.75%,"346,000.00","$8,608.00","461,500.00","$10,310.00","-$1,702.00",-17%,DOWN,"15 Beacon Lane Cape Elizabeth, ME 04107","'15 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15004000000,9,BEACON LANE,M3039R,"696,400.00",0.78%,"304,700.00","$7,660.00","391,700.00","$8,751.00","-$1,090.00",-12%,DOWN,"9 Beacon Lane Cape Elizabeth, ME 04107","'9 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15003000000,16,BEACON LANE,V0120R,"618,600.00",1.12%,"326,300.00","$6,530.00","292,300.00","$6,530.00",$0.00,0%,ABOUT SAME,"16 Beacon Lane Cape Elizabeth, ME 04107","'16 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15066000000,20,BEACON LANE,M1786R,"1,279,000.00",1.05%,"655,300.00","$14,069.00","623,700.00","$13,933.00",$136.00,1%,ABOUT SAME,"20 Beacon Lane Cape Elizabeth, ME 04107","'20 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15065000000,0,BEACON LANE,H1382R,"444,500.00",1.08%,"230,400.00","$4,890.00","214,100.00","$4,783.00",$107.00,2%,ABOUT SAME,"0 Beacon Lane Cape Elizabeth, ME 04107","'0 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15066A 000,22,BEACON LANE,C0878R,"892,100.00",1.31%,"506,700.00","$9,813.00","385,400.00","$8,610.00","$1,203.00",14%,UP,"22 Beacon Lane Cape Elizabeth, ME 04107","'22 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15064000000,10,BEACON LANE,M2214R,"469,200.00",1.60%,"288,800.00","$5,161.00","180,400.00","$4,030.00","$1,131.00",28%,UP,"10 Beacon Lane Cape Elizabeth, ME 04107","'10 Beacon Lane Cape Elizabeth, ME 04107',"
###,U15006000000,17,BEACON LANE,S2926R,"904,600.00",1.62%,"559,600.00","$9,951.00","345,000.00","$7,707.00","$2,243.00",29%,UP,"17 Beacon Lane Cape Elizabeth, ME 04107","'17 Beacon Lane Cape Elizabeth, ME 04107',"
10,U15002000000,0,BEACON LANE,O0546R,"7,300.00",2.84%,"5,400.00",$80.00,"1,900.00",$42.00,$38.00,89%,ABOUT SAME,"0 Beacon Lane Cape Elizabeth, ME 04107","'0 Beacon Lane Cape Elizabeth, ME 04107',"
###,R02003000000,12,BECKYS COVE LANE,D1830R,"1,793,900.00",1.95%,"1,186,800.00","$19,733.00","607,100.00","$13,563.00","$6,170.00",45%,UP,"12 Beckys Cove Lane Cape Elizabeth, ME 04107","'12 Beckys Cove Lane Cape Elizabeth, ME 04107',"
401,R02004S01000,11,BECKYS COVE LANE,D1831R,"6,331,300.00",2.38%,"4,460,400.00","$69,369.00","1,870,900.00","$41,796.00","$27,573.00",66%,UP,"11 Beckys Cove Lane Cape Elizabeth, ME 04107","'11 Beckys Cove Lane Cape Elizabeth, ME 04107',"
###,U30056000000,51,BELFIELD ROAD,B1879R,"1,353,100.00",0.81%,"603,600.00","$14,609.00","749,500.00","$16,744.00","-$2,135.00",-13%,DOWN,"51 Belfield Road Cape Elizabeth, ME 04107","'51 Belfield Road Cape Elizabeth, ME 04107',"
21,U30028000000,11,BELFIELD ROAD,W0216R,"1,119,200.00",0.85%,"512,700.00","$12,036.00","606,500.00","$13,549.00","-$1,513.00",-11%,DOWN,"11 Belfield Road Cape Elizabeth, ME 04107","'11 Belfield Road Cape Elizabeth, ME 04107',"
###,U30029000000,19,BELFIELD ROAD,B1734R,"1,972,500.00",0.89%,"930,100.00","$21,423.00","1,042,400.00","$23,287.00","-$1,865.00",-8%,DOWN,"19 Belfield Road Cape Elizabeth, ME 04107","'19 Belfield Road Cape Elizabeth, ME 04107',"
