Address,Neighborhood,Value 23,Value 24,Tax 23,Tax 24
"3 Hawthorn Road Cape Elizabeth, ME 04107",U59,678700,1549700,15162,17047
"3 Headland Lane Cape Elizabeth, ME 04107",U49,379000,684000,8467,7183
"3 Hemlock Hill Road Cape Elizabeth, ME 04107",U33,321100,662100,7173,7283
"3 Heritage Court Cape Elizabeth, ME 04107",U56,612400,1581900,13681,17401
"3 High Bluff Road Cape Elizabeth, ME 04107",U04,253500,710400,5663,7539
"3 High View Road Cape Elizabeth, ME 04107",U42,286300,715000,6396,7524
"3 Hill Way Cape Elizabeth, ME 04107",U22,400100,674100,8938,7415
"3 Hunts Point Road Cape Elizabeth, ME 04107",U38,2719800,5221300,60760,57159
"3 Ironclad Road Cape Elizabeth, ME 04107",U08,509700,1060500,11387,11666
"3 Jewett Road Cape Elizabeth, ME 04107",U19,259700,546300,5802,5734
"3 Julie Ann Lane Cape Elizabeth, ME 04107",U11,403900,728400,9023,7737
"3 Katahdin Road Cape Elizabeth, ME 04107",U12,404900,803400,9045,8837
"3 Kenyon Lane Cape Elizabeth, ME 04107",U05,1253500,2669700,28003,29367
"3 Ledgewood Lane Cape Elizabeth, ME 04107",U36,425600,1152400,9508,12335
"3 Leighton Farm Road Cape Elizabeth, ME 04107",R05,117300,264700,2620,2912
"3 Lindenwood Road Cape Elizabeth, ME 04107",U04,392700,1036900,8773,11131
"3 Locksley Road Cape Elizabeth, ME 04107",U06,334100,792700,7464,8379
"3 Longfellow Drive Cape Elizabeth, ME 04107",U21,192900,470800,4309,4904
"3 Manter Street Cape Elizabeth, ME 04107",U33,333500,779400,7450,8298
"3 Maple Lane Cape Elizabeth, ME 04107",U23,222600,555700,4973,5838
"3 Masefield Terrace Cape Elizabeth, ME 04107",U38,557400,1276900,12452,14046
"3 Mcauley Road Cape Elizabeth, ME 04107",U49,261700,595200,5846,6272
"3 Meadow Way Cape Elizabeth, ME 04107",U21,174400,450500,3896,4681
"3 Meadowview Lane Cape Elizabeth, ME 04107",U31,444300,874900,9926,9349
"3 Misty Lane Cape Elizabeth, ME 04107",U36,286500,829400,6400,8848
"3 Mountain View Road Cape Elizabeth, ME 04107",U03,408500,893800,9126,9557
"3 Oak Knoll Road Cape Elizabeth, ME 04107",U13,1455400,3401500,32514,37142
"3 Oakhurst Road Cape Elizabeth, ME 04107",U04,668500,1634500,14934,17980
"3 Oakview Drive Cape Elizabeth, ME 04107",U25,146900,334700,3282,3407
"3 Oakwood Road Cape Elizabeth, ME 04107",U24,247100,528700,5520,5816
"3 Ocean Avenue Cape Elizabeth, ME 04107",U17,300000,654600,6702,6926
"3 Ocean House Road Cape Elizabeth, ME 04107",U28,315600,934200,7050,9594
"3 Odyssey Lane Cape Elizabeth, ME 04107",R09,4400,4800,98,52
"3 Olde Colony Lane Cape Elizabeth, ME 04107",U09,442500,999000,9885,10714
"3 Olde Fort Road Cape Elizabeth, ME 04107",U06,553600,1031700,12367,11074
"3 Patricia Drive Cape Elizabeth, ME 04107",U35,152500,497900,3407,5136
"3 Peabbles Cove Road Cape Elizabeth, ME 04107",U42,507400,1008800,11335,10822
"3 Peabbles Point Lane Cape Elizabeth, ME 04107",R03,389100,1534100,8692,16600
"3 Penwood Circle Cape Elizabeth, ME 04107",U35,233100,521500,5207,5462
"3 Peppergrass Road Cape Elizabeth, ME 04107",U60,758400,1537300,16943,16635
"3 Phantom Farm Road Cape Elizabeth, ME 04107",R03,914300,1744400,20425,18913
"3 Pheasant Hill Road Cape Elizabeth, ME 04107",R04,373500,629000,8344,6644
"3 Pilot Point Road Cape Elizabeth, ME 04107",U12,335700,721900,7500,7941
"3 Pine Point Road Cape Elizabeth, ME 04107",U35,297100,589500,6637,6210
"3 Pleasant Avenue Cape Elizabeth, ME 04107",U27,266200,536100,5947,5897
"3 Point Road Cape Elizabeth, ME 04107",U08,1416200,2774100,31638,30240
"3 Pond View Road Cape Elizabeth, ME 04107",U18,257700,632000,5757,6677
"3 Ram Light Lane Cape Elizabeth, ME 04107",R03,618000,1281600,13806,13823
"3 Ramble Road Cape Elizabeth, ME 04107",U23,241400,575500,5393,5990
"3 Reef Road Cape Elizabeth, ME 04107",U12,308100,657500,6883,6958
"3 Roberts Lane Cape Elizabeth, ME 04107",U08,622800,1452900,13913,15707
"3 Robinhood Road Cape Elizabeth, ME 04107",U06,585300,1074400,13076,11818
"3 Rock Wall Lane Cape Elizabeth, ME 04107",U04,299500,748100,6691,7954
"3 Rocky Hill Road Cape Elizabeth, ME 04107",U04,407500,974500,9104,10445
"3 Rocky Point Lane Cape Elizabeth, ME 04107",U14,302900,504100,6767,5545
"3 Roundabout Lane Cape Elizabeth, ME 04107",U36,805600,1294000,17997,13959
"3 Running Tide Road Cape Elizabeth, ME 04107",U38,589400,1365900,13167,14750
"3 Russet Lane Cape Elizabeth, ME 04107",U35,199900,485200,4466,5337
"3 Salt Spray Lane Cape Elizabeth, ME 04107",U36,463300,1080500,10350,11611
"3 Seal Cove Lane Cape Elizabeth, ME 04107",U17,317100,673200,7084,7130
"3 Shaw Farm Road Cape Elizabeth, ME 04107",U34,512200,904600,11443,9676
"3 Silva Drive Cape Elizabeth, ME 04107",U46,231300,501000,5167,5511
"3 Singles Road Cape Elizabeth, ME 04107",U08,2495700,4879200,55754,53671
"3 South Street Cape Elizabeth, ME 04107",U29,297700,725100,6651,7701
"3 Spoondrift Lane Cape Elizabeth, ME 04107",U36,458300,1064400,10238,11433
"3 Spruce Lane Cape Elizabeth, ME 04107",U36,378100,1078800,8447,11867
"3 Starboard Drive Cape Elizabeth, ME 04107",U45,184400,323700,4119,3561
"3 Steeplebush Road Cape Elizabeth, ME 04107",U58,475300,1006000,10618,10791
"3 Stephenson Street Cape Elizabeth, ME 04107",U29,208800,508000,4665,5313
"3 Sweet Fern Road Cape Elizabeth, ME 04107",U19,291900,578400,6521,6087
"3 Sweetsir Road Cape Elizabeth, ME 04107",U19,536500,845400,11985,9024
"3 Tanager Lane Cape Elizabeth, ME 04107",R04,269100,753700,6012,7950
"3 Thompson Road Cape Elizabeth, ME 04107",U10,596600,1289100,13328,13905
"3 Todd Road Cape Elizabeth, ME 04107",U10,320900,787300,7169,8385
"3 Tucker Lane Cape Elizabeth, ME 04107",R03,265900,887200,5940,9484
"3 Two Lights Road Cape Elizabeth, ME 04107",U18,212000,562300,4736,5910
"3 Village Lane Cape Elizabeth, ME 04107",U45,371200,705200,8293,7482
"3 Wabun Road Cape Elizabeth, ME 04107",U12,294300,678100,6575,7184
"3 Wainwright Drive Cape Elizabeth, ME 04107",U52,509700,1154100,11387,12420
"3 Warbler Drive Cape Elizabeth, ME 04107",R04,308100,782600,6883,8334
"3 Waterhouse Road Cape Elizabeth, ME 04107",U29,234500,532200,5239,5579
"3 Wentworth Road Cape Elizabeth, ME 04107",U18,316000,712700,7059,7565
"3 Westfield Road Cape Elizabeth, ME 04107",U42,217800,505300,4866,5558
"3 Wildwood Drive Cape Elizabeth, ME 04107",U24,262200,555500,5858,5836
"3 Wilton Lane Cape Elizabeth, ME 04107",U28,222000,491400,4959,5405
"3 Winding Way Cape Elizabeth, ME 04107",U38,431700,885300,9644,9463
"3 Winslow Place Cape Elizabeth, ME 04107",U30,242400,385500,5415,4241
"3 Woodcrest Road Cape Elizabeth, ME 04107",U04,431200,865200,9633,9242
"3 Young Lane Cape Elizabeth, ME 04107",R04,250200,632700,5589,6685
"4 Abaco Drive Cape Elizabeth, ME 04107",U33,469200,1128400,10482,12412
"4 Algonquin Road Cape Elizabeth, ME 04107",U12,352100,891600,7866,9533
"4 Ann Arbor Drive Cape Elizabeth, ME 04107",U32,492500,915800,11002,10074
"4 Apple Tree Lane Cape Elizabeth, ME 04107",U58,587400,1101200,13123,11838
"4 Arlington Lane Cape Elizabeth, ME 04107",U23,710300,1094000,15868,11759
"4 Atlantic Place Cape Elizabeth, ME 04107",U12,1936600,3693200,43264,40625
"4 Autumn Tides Lane Cape Elizabeth, ME 04107",R05,266700,512600,5958,5639
"4 Avon Road Cape Elizabeth, ME 04107",U12,319600,704900,7140,7479
"4 Baker Road Cape Elizabeth, ME 04107",U03,439500,908500,9818,9719
"4 Balsam Road Cape Elizabeth, ME 04107",U15,156200,527400,3490,5801
"4 Bayberry Lane Cape Elizabeth, ME 04107",U19,232400,540200,5192,5942
"4 Beacon Lane Cape Elizabeth, ME 04107",U15,765700,1083100,17106,11639
"4 Belfield Road Cape Elizabeth, ME 04107",U30,557100,1074700,12446,11547
"4 Berman Road Cape Elizabeth, ME 04107",U19,210100,534800,4694,5883
"4 Beverly Terrace Cape Elizabeth, ME 04107",U28,199900,504200,4466,5546
"4 Birch Knolls Cape Elizabeth, ME 04107",U05,762700,2155800,17039,23439
"4 Blueberry Road Cape Elizabeth, ME 04107",U34,369700,802700,8259,8555
"4 Boathouse Lane Cape Elizabeth, ME 04107",R03,413700,1494300,9242,16437
"4 Bradford Road Cape Elizabeth, ME 04107",U29,182600,508300,4079,5591
"4 Bridlepath Way Cape Elizabeth, ME 04107",U06,391400,831600,8744,8873
"4 Broad Cove Road Cape Elizabeth, ME 04107",U18,180300,631300,4028,6944
"4 Brook Road Cape Elizabeth, ME 04107",U14,440700,1043300,9845,11476
"4 Canterbury Way Cape Elizabeth, ME 04107",U29,395600,807400,8838,8606
"4 Cape Woods Drive Cape Elizabeth, ME 04107",U33,249600,523100,5576,5754
"4 Cardinal Lane Cape Elizabeth, ME 04107",R05,152600,315100,3409,3466
"4 Carriage Hill Road Cape Elizabeth, ME 04107",U42,286300,683300,6396,7120
"4 Channel View Road Cape Elizabeth, ME 04107",U38,364400,1313400,8141,14447
"4 Charles Road Cape Elizabeth, ME 04107",U01,243300,787800,5435,8325
"4 Cherry Circle Cape Elizabeth, ME 04107",U35,252300,623600,5636,6585
"4 Chimney Rock Road Cape Elizabeth, ME 04107",U08,1970300,4197800,44017,46176
"4 City View Road Cape Elizabeth, ME 04107",U03,400900,969800,8956,10393
"4 Clinton Road Cape Elizabeth, ME 04107",U24,354500,737400,7920,8111
"4 Cole Field Cape Elizabeth, ME 04107",U53,496800,1131700,11099,12174
"4 Cottage Farms Road Cape Elizabeth, ME 04107",U03,294800,883000,6586,9438
"4 Cottage Lane Cape Elizabeth, ME 04107",U05,627400,1290200,14016,13917
"4 Cove View Road Cape Elizabeth, ME 04107",U56,628400,1603400,14038,17277
"4 Crescent Road Cape Elizabeth, ME 04107",U02,297600,735100,6648,7811
"4 Crescent View Ave Cape Elizabeth, ME 04107",U16,367100,697900,8201,7677
"4 Dean Way Cape Elizabeth, ME 04107",U18,280900,731300,6275,7769
"4 Dermot Drive Cape Elizabeth, ME 04107",U29,422400,866900,9436,9261
"4 Dipper Road Cape Elizabeth, ME 04107",R04,298700,777700,6673,8555
"4 Dyer Lane Cape Elizabeth, ME 04107",U15,347100,1055500,7754,11611
"4 Dyer Pond Road Cape Elizabeth, ME 04107",U51,807000,1520900,18028,16455
"4 Eastfield Road Cape Elizabeth, ME 04107",U42,247300,667200,5525,7039
"4 Edgecomb Way Cape Elizabeth, ME 04107",U26,81500,294700,1821,3242
"4 Elmwood Road Cape Elizabeth, ME 04107",U03,270100,721800,6034,7940
"4 Erie Road Cape Elizabeth, ME 04107",U28,212900,534200,4756,5601
"4 Evergreen Circle Cape Elizabeth, ME 04107",U35,254600,549600,5688,5771
"4 Farm Hill Road Cape Elizabeth, ME 04107",U21,205200,502600,4584,5188
"4 Farms Edge Road Cape Elizabeth, ME 04107",U53,620900,1306900,13871,14101
"4 Fenway Road Cape Elizabeth, ME 04107",U44,231800,497900,5178,5477
"4 Fernwood Lane Cape Elizabeth, ME 04107",U34,394400,721900,8811,7666
"4 Fessenden Road Cape Elizabeth, ME 04107",R03,248700,816800,5556,8985
"4 Fox Hill Road Cape Elizabeth, ME 04107",U24,507700,774200,11342,8241
"4 Franklin Circle Cape Elizabeth, ME 04107",U49,407500,864900,9104,9181
"4 Garden Circle Cape Elizabeth, ME 04107",U05,1340600,2796700,29949,30489
"4 Gateledge Drive Cape Elizabeth, ME 04107",U50,553900,1051000,12374,11286
"4 Gladys Road Cape Elizabeth, ME 04107",U19,215900,539200,4823,5931
"4 Glen Avenue Cape Elizabeth, ME 04107",U02,247100,707100,5520,7778
"4 Glos Way Cape Elizabeth, ME 04107",U49,847600,1613400,18936,17748
"4 Gordons Lane Cape Elizabeth, ME 04107",U50,1049800,2229000,23452,23970
"4 Granite Ridge Road Cape Elizabeth, ME 04107",U50,873800,1905200,19520,20958
"4 Great Pond Drive Cape Elizabeth, ME 04107",R06,320800,686800,7166,7004
"4 Greenview Drive Cape Elizabeth, ME 04107",R05,969200,1744600,21652,18640
"4 Grover Road Cape Elizabeth, ME 04107",U20,409600,904200,9150,9946
"4 Hampton Road Cape Elizabeth, ME 04107",U19,456400,1081000,10196,11342
"4 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,391500,868200,8746,9275
"4 Harriman Farm Road Cape Elizabeth, ME 04107",U31,299400,730100,6689,7756
"4 Headland Lane Cape Elizabeth, ME 04107",U49,348100,698500,7777,7684
"4 Hemlock Hill Road Cape Elizabeth, ME 04107",U33,395900,699500,8844,7420
"4 Heritage Court Cape Elizabeth, ME 04107",U56,588400,1514700,13145,16662
"4 Hermit Thrush Road Cape Elizabeth, ME 04107",U04,221800,691300,4955,7604
"4 High Bluff Road Cape Elizabeth, ME 04107",U04,470900,953400,10520,10212
"4 High View Road Cape Elizabeth, ME 04107",U42,360400,770500,8051,8201
"4 Hockey Pond Road Cape Elizabeth, ME 04107",R05,67000,262000,1497,2882
"4 Hunts Point Road Cape Elizabeth, ME 04107",U38,1267200,2996300,28309,32684
"4 Ironclad Road Cape Elizabeth, ME 04107",U08,284400,1092200,6353,11739
"4 Ivie Road Cape Elizabeth, ME 04107",U04,500900,1167400,11190,12566
"4 Jewett Road Cape Elizabeth, ME 04107",U19,232100,497700,5185,5475
"4 Julie Ann Lane Cape Elizabeth, ME 04107",U11,571000,1377200,12756,15149
"4 Katahdin Road Cape Elizabeth, ME 04107",U12,458000,922700,10232,9875
"4 Kenyon Lane Cape Elizabeth, ME 04107",U05,356800,1330500,7971,14361
"4 Kettle Cove Road Cape Elizabeth, ME 04107",U16,182300,402600,4073,4429
"4 Keyes Lane Cape Elizabeth, ME 04107",U05,612900,1457500,13692,16033
"4 Ledgewood Lane Cape Elizabeth, ME 04107",U36,547800,1215600,12238,13372
"4 Leighton Farm Road Cape Elizabeth, ME 04107",R05,153300,274300,3425,2613
"4 Lighthouse Point Road Cape Elizabeth, ME 04107",U15,569200,1187800,12716,12791
"4 Lindenwood Road Cape Elizabeth, ME 04107",U04,374100,801500,8357,8542
"4 Maiden Cove Lane Cape Elizabeth, ME 04107",U05,779100,2186400,17405,24050
"4 Maple Lane Cape Elizabeth, ME 04107",U23,251900,520500,5627,5451
"4 Maplewood Road Cape Elizabeth, ME 04107",U03,266900,834300,5963,8902
"4 Mares Hollow Lane Cape Elizabeth, ME 04107",U15,1036600,2470800,23158,26838
"4 Masefield Terrace Cape Elizabeth, ME 04107",U38,596800,1499000,13333,16214
"4 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,351000,817600,7841,8719
"4 Mcauley Road Cape Elizabeth, ME 04107",U49,264400,576100,5907,6062
"4 Meadow Way Cape Elizabeth, ME 04107",U21,160400,425100,3583,4401
"4 Meadowview Lane Cape Elizabeth, ME 04107",U31,431000,777600,9629,8279
"4 Misty Lane Cape Elizabeth, ME 04107",U36,416300,1103600,9300,12140
"4 Mountain View Road Cape Elizabeth, ME 04107",U03,515500,891000,11516,9801
"4 Oakview Drive Cape Elizabeth, ME 04107",U25,150500,338300,3362,3446
"4 Oakwood Road Cape Elizabeth, ME 04107",U24,279700,635500,6248,6716
"4 Ocean Avenue Cape Elizabeth, ME 04107",U17,279200,752200,6237,7999
"4 Old Farm Lane Cape Elizabeth, ME 04107",U34,929800,1489400,20772,15834
"4 Old Mill Road Cape Elizabeth, ME 04107",R02,520200,1236200,11622,13598
"4 Old Proprietor Road Cape Elizabeth, ME 04107",R08,1003800,1684600,22425,18531
"4 Old Sea Point Road Cape Elizabeth, ME 04107",R02,445800,1022600,9959,10974
"4 Olde Colony Lane Cape Elizabeth, ME 04107",U09,353300,763800,7893,8127
"4 Olde Fort Road Cape Elizabeth, ME 04107",U06,306500,759100,6847,8009
"4 Orchard Road Cape Elizabeth, ME 04107",U21,178700,480200,3992,5282
"4 Ottawa Road Cape Elizabeth, ME 04107",U02,279200,707900,6237,7512
"4 Park Circle Cape Elizabeth, ME 04107",U54,6900,26200,154,288
"4 Patricia Drive Cape Elizabeth, ME 04107",U35,334200,631800,7466,6675
"4 Peabbles Cove Road Cape Elizabeth, ME 04107",U42,445900,829700,9961,8852
"4 Peabbles Point Lane Cape Elizabeth, ME 04107",R03,497900,1084700,11123,11932
"4 Penny Lane Cape Elizabeth, ME 04107",U19,430800,980300,9624,10508
"4 Phoebes Way Cape Elizabeth, ME 04107",R04,298500,753700,6668,8291
"4 Pine Point Road Cape Elizabeth, ME 04107",U35,268700,580100,6003,6106
"4 Pine Ridge Road Cape Elizabeth, ME 04107",U36,371500,999600,8299,10655
"4 Pleasant Avenue Cape Elizabeth, ME 04107",U27,181300,495900,4050,5455
"4 Pond View Road Cape Elizabeth, ME 04107",U18,212600,650600,4749,7157
"4 Poplar Lane Cape Elizabeth, ME 04107",U59,121300,280700,2710,3088
"4 Prout Place Cape Elizabeth, ME 04107",U53,620700,1283000,13866,14113
"4 Purpoodock Drive Cape Elizabeth, ME 04107",U27,228200,598700,5098,6245
"4 Rand Road Cape Elizabeth, ME 04107",U22,214500,522000,4792,5401
"4 Red Oak Drive Cape Elizabeth, ME 04107",U34,350100,812300,7821,8660
"4 Reef Road Cape Elizabeth, ME 04107",U12,391100,671800,8737,7390
"4 Robinhood Road Cape Elizabeth, ME 04107",U06,378200,1058600,8449,11370
"4 Rock Crest Drive Cape Elizabeth, ME 04107",U57,773800,1662100,17287,18283
"4 Rock Wall Lane Cape Elizabeth, ME 04107",U04,336100,1031400,7508,11345
"4 Rosewood Drive Cape Elizabeth, ME 04107",U34,511800,792600,11434,8444
"4 Roundabout Lane Cape Elizabeth, ME 04107",U36,498100,1140800,11128,12208
"4 Running Tide Road Cape Elizabeth, ME 04107",U38,577000,1264300,12890,13632
"4 Russet Lane Cape Elizabeth, ME 04107",U35,195200,469800,4361,4893
"4 Salt Marsh Way Cape Elizabeth, ME 04107",R05,400700,775000,8952,8525
"4 Salt Spray Lane Cape Elizabeth, ME 04107",U36,2039100,3709500,45553,40805
"4 Sea Star Lane Cape Elizabeth, ME 04107",R02,380900,631000,8509,6666
"4 Sea View Avenue Cape Elizabeth, ME 04107",U02,392600,1291700,8771,13868
"4 Shaw Farm Road Cape Elizabeth, ME 04107",U34,476800,916400,10652,9805
"4 Singles Road Cape Elizabeth, ME 04107",U08,839800,1390700,18761,15023
"4 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,453700,856300,10136,9144
"4 South Street Cape Elizabeth, ME 04107",U29,237600,563100,5308,5919
"4 Spoondrift Lane Cape Elizabeth, ME 04107",U36,380200,1098400,8494,11807
"4 State Avenue Cape Elizabeth, ME 04107",U28,167100,500700,3733,5233
"4 Sunny Bank Road Cape Elizabeth, ME 04107",U41,2091400,3658100,46722,40239
"4 Surf Side Avenue Cape Elizabeth, ME 04107",U12,1078300,2535500,24089,27805
"4 Tanager Lane Cape Elizabeth, ME 04107",R04,261600,513800,5844,5652
"4 Thrasher Road Cape Elizabeth, ME 04107",U32,268200,603400,5992,6362
"4 Trundy Road Cape Elizabeth, ME 04107",U42,405600,872200,9061,9594
"4 Tucker Lane Cape Elizabeth, ME 04107",R03,346200,809400,7734,8903
"4 Two Lights Terrace Cape Elizabeth, ME 04107",U15,1264400,3398600,28247,37385
"4 Wabun Road Cape Elizabeth, ME 04107",U12,365900,902700,8174,9930
"4 Westfield Road Cape Elizabeth, ME 04107",U42,224700,533100,5020,5589
"4 Wheeler Road Cape Elizabeth, ME 04107",U16,5000,4500,112,50
"4 Wildwood Drive Cape Elizabeth, ME 04107",U24,246400,564400,5505,6208
"4 Winding Way Cape Elizabeth, ME 04107",U38,530900,1219900,11860,13028
"4 Windmill Lane Cape Elizabeth, ME 04107",U26,181800,495800,4061,5454
"4 Winslow Place Cape Elizabeth, ME 04107",U30,236100,421100,5274,4357
"4 Woodcrest Road Cape Elizabeth, ME 04107",U04,296700,735600,6628,7817
"4 Woods Knoll Drive Cape Elizabeth, ME 04107",R02,719700,1582700,16078,17049
"5 Algonquin Road Cape Elizabeth, ME 04107",U12,409900,982200,9157,10529
"5 Apple Tree Lane Cape Elizabeth, ME 04107",U58,173600,268500,3878,2679
"5 Arrow Point Road Cape Elizabeth, ME 04107",U04,245300,759700,5480,8082
"5 Autumn Tides Lane Cape Elizabeth, ME 04107",R05,1014200,1624100,22657,17427
"5 Avon Road Cape Elizabeth, ME 04107",U12,511800,1016100,11434,11177
"5 Bayberry Lane Cape Elizabeth, ME 04107",U19,301600,663300,6738,7296
"5 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,388400,793000,8677,8448
"5 Beach Rose Lane Cape Elizabeth, ME 04107",U17,282500,813700,6311,8676
"5 Beacon Lane Cape Elizabeth, ME 04107",U15,681800,889200,15231,9440
"5 Birch Knolls Cape Elizabeth, ME 04107",U05,1026500,3032400,22932,33356
"5 Blueberry Road Cape Elizabeth, ME 04107",U34,356000,735100,7953,8086
"5 Bridlepath Way Cape Elizabeth, ME 04107",U06,416000,975200,9293,10727
"5 Campion Road Cape Elizabeth, ME 04107",U33,232000,533100,5183,5589
"5 Canter Lane Cape Elizabeth, ME 04107",U23,168400,369500,3762,4065
"5 Canterbury Way Cape Elizabeth, ME 04107",U29,396100,803000,8849,8558
"5 Cape Woods Drive Cape Elizabeth, ME 04107",U33,256000,558000,5719,6138
"5 Cardinal Lane Cape Elizabeth, ME 04107",R05,453400,820200,10129,8747
"5 Carriage Hill Road Cape Elizabeth, ME 04107",U42,269300,699600,6016,7355
"5 Cedar Ledge Road Cape Elizabeth, ME 04107",U04,348400,884600,7783,9731
"5 Chambers Road Cape Elizabeth, ME 04107",U24,315000,590800,7037,6224
"5 Channel View Road Cape Elizabeth, ME 04107",U38,439200,1053800,9812,11317
"5 Chesterwood Road Cape Elizabeth, ME 04107",U59,493700,1164400,11029,12533
"5 Chimney Rock Road Cape Elizabeth, ME 04107",U08,2051500,3461200,45831,37732
"5 Clinton Road Cape Elizabeth, ME 04107",U24,242000,557700,5406,5860
"5 Cole Field Cape Elizabeth, ME 04107",U53,531100,1155100,11865,12431
"5 Cottage Lane Cape Elizabeth, ME 04107",U05,406100,1117500,9072,12018
"5 Cove View Road Cape Elizabeth, ME 04107",U56,674300,1786700,15064,19379
"5 Crescent View Ave Cape Elizabeth, ME 04107",U16,306600,662700,6849,7290
"5 Davcarley Road Cape Elizabeth, ME 04107",U25,72600,268100,1622,2949
